"964-1" "964-10" "964-11" "964-12" "964-13" "964-14" "964-15" "964-2" "964-3" "964-4" "964-5" "964-6"
"243822" 1 0 1 0 0 1 0 2 0 0 1 1
"243833" 494 181 342 385 221 196 311 800 279 277 266 1268
"243834" 1431 502 1074 1007 535 484 829 2488 711 901 712 3931
"243842" 3119 1022 2478 2481 1119 1432 1851 5720 1827 1753 1650 8743
"243846" 7268 3316 7736 8124 4001 4190 6050 13350 4363 6020 4986 27041
"243853" 5182 2257 4097 5027 2424 2665 3826 8888 2826 3399 3451 16963
"243862" 1 1 1 0 0 0 1 1 1 0 0 4
"243864" 391 108 281 316 99 172 190 566 271 220 266 943
"243866" 4 0 5 5 0 3 2 7 2 0 3 9
"243867" 1877 763 1582 1787 798 869 1328 3127 1063 1364 1113 5563
"243874" 37 12 28 20 16 27 18 92 36 21 22 154
"243880" 5 4 8 2 4 4 2 15 1 6 3 22
"243881" 0 1 0 1 0 0 2 1 0 1 1 2
"243897" 238 90 228 289 103 174 206 421 142 174 184 786
"243905" 2357 1073 1962 2020 930 1139 1700 4724 1563 1680 1588 7754
"243906" 498 158 305 391 171 223 328 876 328 313 273 1204
"243910" 585 208 540 515 209 343 508 1135 429 326 393 1775
"243911" 1 0 1 2 0 0 0 1 0 3 2 6
"243912" 1375 540 960 861 530 719 958 2431 590 917 1006 3282
"243914" 120 28 60 164 39 52 71 171 72 54 88 281
"243923" 56 12 56 42 28 32 52 136 40 44 55 192
"243931" 243 59 128 137 70 74 107 434 103 103 122 528
"243937" 11 0 9 3 5 2 7 22 7 2 10 32
"243944" 0 0 0 0 0 0 0 0 0 0 0 0
"243958" 237 72 155 120 62 127 113 444 160 139 147 432
"243961" 261 71 195 279 108 158 135 447 228 234 221 768
"243963" 408 175 435 357 191 233 318 839 333 321 297 1237
"243967" 0 0 5 4 0 0 1 5 1 1 0 7
"243978" 25 9 33 12 6 9 10 52 5 11 5 14
"243979" 31 2 15 14 8 7 11 82 18 10 8 32
"243983" 3544 1476 2978 3465 1472 1828 2707 7275 1942 2183 2332 12022
"243996" 0 0 0 0 0 0 0 0 0 0 0 0
"244049" 131 33 91 107 53 57 66 262 80 65 89 318
"244058" 21066 7961 12110 19712 8826 9181 13801 33529 11688 12806 13332 66197
"244059" 7944 3492 7942 8495 3913 5199 7085 15527 5410 6213 6026 28812
"244061" 51 26 84 38 26 28 50 119 25 47 36 171
"244071" 8 6 8 5 4 14 3 13 8 15 26 42
"244091" 93 47 78 53 45 30 61 169 49 64 58 196
"244114" 17 11 21 13 11 7 20 24 10 18 16 40
"244141" 1560 682 1444 1577 756 961 1285 3131 928 1067 961 6121
"244144" 1349 409 1000 1181 516 629 871 2313 893 859 881 4055
"244152" 3688 1565 2908 4875 1728 2290 2519 6818 2626 2878 2656 13457
"244178" 0 0 0 0 0 0 0 0 0 0 0 0
"244179" 0 0 0 0 0 0 0 0 0 0 0 0
"244180" 0 0 0 0 0 0 0 0 0 1 0 0
"244183" 202 83 103 180 57 116 117 313 101 110 116 384
"244187" 0 0 0 0 0 0 0 0 0 0 0 0
"244198" 102 16 61 66 22 30 65 148 36 55 55 182
"244199" 2 0 0 0 0 0 0 1 0 1 0 2
"244202" 165 26 137 45 20 46 81 263 75 71 47 295
"244209" 141 28 92 62 37 33 49 243 52 48 76 316
"244216" 3816 1670 3084 3425 1699 1699 2891 6404 1963 2725 2408 14255
"244218" 60 17 91 72 25 51 61 163 52 64 65 181
"244219" 2469 971 1920 2079 1036 1223 1826 4359 1480 1585 1500 8011
"244233" 39 5 24 6 9 2 17 60 16 6 17 87
"244234" 32 3 9 5 5 13 10 71 12 11 11 36
"244237" 5504 2522 3904 6090 2956 3429 5122 12161 3482 3240 4202 17924
"244238" 273 123 258 282 150 145 208 522 187 260 195 975
"244281" 19 0 11 2 6 1 15 29 16 13 18 40
"244310" 63 10 47 59 20 20 32 205 27 14 21 115
"244329" 4134 1806 3366 4036 1950 2260 3233 7982 2351 2656 2732 14514
"244332" 17 11 21 5 3 5 35 39 5 11 2 49
"244334" 0 0 0 0 0 0 0 2 0 2 0 4
"244349" 15471 6499 12734 12793 6284 7628 10440 31463 9066 8857 10284 46659
"244373" 12297 5203 9293 11506 5229 6387 9261 23595 6920 7854 8727 42114
"244416" 1005 534 1078 2022 440 1018 965 1998 765 928 1028 4811
"244418" 4295 2017 3524 3446 1730 1936 2729 8022 2262 2888 2433 16095
"244421" 2411 1194 2268 3196 1210 1980 2666 5122 1818 2110 1963 10770
"244431" 1 0 2 0 0 0 1 4 0 4 0 2
"244448" 47 23 47 30 11 35 37 87 35 43 31 144
"244484" 16 1 20 8 5 7 6 16 10 7 9 42
"244486" 0 0 0 0 0 0 0 0 0 0 0 0
"244495" 1 3 1 3 1 0 1 6 2 2 1 13
"244548" 3800 1526 3051 3791 1549 1906 2783 8250 2395 2256 2627 11831
"244550" 3033 2131 3208 3188 1432 2381 3482 4888 2119 2919 2757 12852
"244551" 19 11 15 23 11 14 14 38 15 7 17 61
"244556" 249 84 237 180 105 175 216 473 161 175 148 751
"244562" 5 2 3 5 7 2 0 15 3 7 2 11
"244579" 4 0 1 4 1 1 0 9 6 0 2 2
"244585" 2391 930 1635 1910 964 1094 1698 4368 1357 1227 1556 6773
"244595" 168 48 233 239 110 68 97 429 74 108 103 455
"244608" 2 1 0 0 5 0 0 1 0 0 1 4
"244631" 5049 2174 4212 4822 2492 2824 3943 8980 2570 3391 3262 18519
"244646" 111 27 84 92 45 56 50 188 75 59 68 295
"244650" 3953 1788 3457 3918 1666 2116 3562 7901 2568 2650 2806 13539
"244653" 5 1 16 11 2 2 7 18 94 10 7 563
"244654" 8694 5299 10315 9862 4092 10353 14370 20939 5154 7280 9447 32655
"244666" 4521 2122 4427 4622 2224 2638 3372 8766 2764 3570 3615 17925
"244667" 431 164 349 339 141 185 268 763 254 278 298 1386
"244668" 3622 1543 3234 3439 1762 1736 2424 7257 2215 2289 2358 13627
"244672" 3875 1537 3612 3572 1866 2391 3164 7654 2603 2888 2992 12118
"244682" 0 0 0 0 0 0 0 0 0 0 0 3
"244694" 18 6 5 10 7 5 25 20 7 9 16 67
"244698" 32 5 45 6 9 9 24 88 12 8 17 58
"244701" 0 0 0 0 0 0 0 0 0 0 0 0
"244713" 3277 1202 2657 3249 1462 1742 2352 6565 1979 1874 2282 9778
"244721" 1225 442 1017 1014 435 632 787 2354 816 777 768 3284
"244723" 47 24 47 41 41 41 43 128 27 44 38 232
"244745" 15318 6047 12469 14202 6605 7165 10992 29419 8871 8504 9572 46188
"244757" 86 36 39 36 17 18 57 144 42 29 40 150
"244810" 261 101 102 303 107 127 158 433 165 111 278 675
"244813" 3 0 2 0 0 0 0 0 0 0 0 1
"244853" 633 218 394 446 262 323 449 1356 342 421 351 1729
"244859" 2 0 2 1 0 0 2 1 2 0 0 2
"244864" 6048 2628 5198 7562 2977 3469 3982 11162 3156 3963 4141 21217
"244867" 32 4 12 13 4 11 14 59 22 18 17 81
"244871" 1293 529 1107 1107 558 690 987 2681 812 823 872 3806
"244879" 3915 1627 3239 3624 1716 1797 3185 8474 2547 2213 2535 11666
"244882" 37 18 11 5 11 13 37 84 25 13 31 126
"244885" 0 0 0 0 0 0 0 0 0 0 0 0
"244886" 19 8 4 9 4 4 20 29 18 14 9 31
"244891" 2094 840 1569 1824 973 1094 1679 3660 1209 1243 1436 6309
"244895" 11924 5321 10180 12275 5465 7242 9944 24721 7680 7197 9792 38644
"244911" 6 1 10 3 2 0 4 18 3 8 4 15
"244923" 219 72 112 75 35 98 127 370 126 130 164 392
"244954" 2078 516 1224 1126 907 493 1183 3337 959 1019 1006 3814
"244958" 52 9 62 49 9 39 37 75 32 35 39 123
"244962" 4713 1895 4213 4877 2256 2220 3346 9538 2665 3132 2994 16343
"245000" 5048 1981 4318 5032 2149 2884 3795 10538 3138 3142 3176 15904
"245007" 4070 1485 3099 4113 1808 1989 2356 8219 2816 2704 2708 11928
"245020" 136 44 98 101 36 41 82 184 79 73 86 270
"245026" 64 10 18 30 9 8 46 91 28 32 60 152
"245038" 8 5 22 6 6 7 33 42 13 24 6 76
"245049" 9 3 10 5 4 2 13 16 6 7 10 24
"245050" 71 21 45 43 15 21 35 138 31 35 40 167
"245109" 0 0 0 0 0 0 0 0 0 0 0 0
"245126" 134 22 82 65 33 41 81 203 106 65 53 230
"245128" 15 4 17 11 9 13 16 39 9 24 24 45
"245174" 680 246 502 494 219 363 429 1137 345 380 422 1893
"245195" 7 8 19 56 9 34 31 1 5 8 7 28
"245240" 11772 4098 7410 8415 3354 6079 5793 22157 6878 5322 7141 22586
"245263" 0 0 0 0 0 0 0 0 1 0 0 1
"245269" 106 32 97 116 47 49 82 187 76 87 73 360
"245282" 0 1 6 14 0 1 1 0 0 0 0 3
"245305" 474 177 381 401 196 263 320 909 297 263 292 1380
"245308" 53 10 28 49 12 38 25 84 34 46 26 152
"245347" 5 2 7 7 3 6 5 15 5 7 3 8
"245350" 571 258 577 573 224 344 420 1030 345 388 460 1811
"245368" 107 35 104 103 34 43 55 225 74 79 70 265
"245381" 0 0 3 2 0 0 1 2 0 3 0 5
"245386" 400 160 460 436 209 250 399 887 307 395 214 1246
"245403" 7 1 4 5 4 5 9 7 5 1 1 23
"245404" 11 2 4 1 5 4 10 19 8 4 8 25
"245423" 9 2 2 1 1 2 1 7 1 3 0 24
"245424" 0 0 0 0 0 0 0 0 0 0 0 0
"245446" 15 5 13 8 4 7 12 47 3 13 7 33
"245450" 41 18 39 38 18 27 43 67 41 38 39 118
"245468" 0 0 0 0 0 0 0 0 0 0 0 0
"245469" 2579 1055 1618 2380 1229 1307 1841 4705 1619 1774 1765 8828
"245474" 19253 8362 16319 17655 8363 9841 13705 37692 11006 11574 11601 59076
"245492" 0 0 0 0 0 0 0 1 0 0 0 0
"245509" 0 0 0 0 0 0 0 0 0 0 0 0
"245511" 0 0 0 0 0 0 0 0 0 0 0 0
"245522" 1625 715 1525 1752 882 920 1372 3270 1002 1238 1109 6167
"245525" 7 2 15 7 4 9 6 23 7 9 3 26
"245526" 0 0 1 1 0 1 0 5 0 1 0 2
"245527" 1876 624 1365 1676 896 942 1388 3902 865 826 1090 5670
"245532" 152 72 95 128 58 63 85 286 92 118 106 380
"245533" 63 9 33 12 18 0 8 118 20 11 18 65
"245536" 38 10 28 23 12 20 16 44 30 19 26 142
"245537" 66 24 78 63 25 50 45 133 57 58 51 215
"245555" 14 2 3 1 4 4 3 17 6 2 4 11
"245566" 0 0 0 0 0 0 0 0 0 1 0 0
"245572" 1 1 0 4 0 2 0 2 3 2 1 4
"245578" 10 2 0 1 1 0 0 10 0 9 4 1
"245595" 78 18 45 52 15 24 47 171 34 41 47 138
"245596" 18 10 32 28 14 17 19 80 25 23 30 90
"245598" 0 0 0 0 0 0 0 0 0 0 0 0
"245607" 61 33 41 93 45 14 66 115 55 40 40 187
"245610" 203 58 61 111 49 195 53 553 169 103 130 291
"245615" 0 0 0 1 0 0 0 0 3 0 0 0
"245616" 1 0 2 0 1 0 2 0 0 0 1 3
"245622" 3648 1395 3405 3374 1598 2338 3335 8107 2484 2466 2725 13014
"245631" 2907 1280 2864 2773 1337 1419 2134 6229 1494 1983 1514 9293
"245638" 4202 2020 4212 4810 2049 2367 3770 9771 2970 3076 3666 15877
"245643" 60 42 61 109 31 45 39 136 62 74 57 432
"245650" 10 2 7 2 3 6 3 9 4 9 3 24
"245666" 4950 1761 4071 4267 1918 2154 3495 9426 2702 2945 2909 15591
"245670" 244 143 221 269 114 132 154 394 137 214 112 921
"245671" 1163 570 1350 1521 719 786 1386 2706 814 900 893 5111
"245683" 12 4 7 0 7 4 9 17 5 3 1 24
"245684" 11 7 11 11 8 4 9 16 10 25 4 59
"245688" 36812 15364 31551 36268 16680 17542 30970 70856 19150 22083 23134 124483
"245695" 820 268 752 782 441 507 585 1576 473 588 626 2791
"245827" 92 27 67 14 19 22 46 233 73 25 40 171
"245828" 6118 2352 4873 5267 2505 2730 4227 10557 3155 4004 3677 18394
"245839" 0 0 0 0 0 0 0 0 0 0 0 0
"245841" 5165 2440 5313 5597 2564 2645 3904 9559 3273 3735 3816 17532
"245847" 5227 2083 4948 4790 2669 2710 4325 8800 3149 3741 3241 19250
"245857" 3486 997 2478 2629 1205 1386 1924 5608 1912 1846 1811 9560
"245860" 6409 2456 5089 6110 2711 2966 5091 11066 3775 4475 3933 22932
"245865" 223 87 214 241 97 126 152 506 154 159 99 643
"245866" 5040 1826 3827 4393 2112 2485 3583 8907 2684 3515 2842 16388
"245867" 4910 1492 4103 4425 1997 2437 3603 9065 3176 3077 3202 14624
"245877" 29166 13915 24390 29474 13913 14313 21557 56182 16481 20598 19380 94359
"245880" 25 8 24 31 13 14 22 83 17 27 30 105
"245884" 30 17 44 102 29 48 35 89 39 20 42 243
"245886" 8399 3445 6796 7963 3620 4139 5799 16004 4842 5611 5125 26552
"245902" 523 189 397 359 177 203 356 844 360 332 336 1358
"245944" 11094 4544 10631 10782 4953 5863 8416 22345 6972 7301 7287 34174
"245945" 2811 846 2154 2067 835 1235 1699 4702 1659 1350 1670 6862
"246048" 67 26 287 101 29 23 149 164 62 54 35 301
"246049" 62 15 22 27 5 22 38 88 34 29 38 101
"246079" 0 0 0 0 0 0 0 0 0 0 0 0
"246080" 0 0 0 0 0 0 0 0 0 0 0 0
"246081" 0 0 0 0 0 0 0 0 0 0 0 0
"246082" 0 0 0 0 0 0 0 0 0 0 0 0
"246083" 0 0 0 0 0 0 0 0 0 0 0 0
"246084" 0 0 2 1 0 1 2 2 0 0 1 8
"246085" 0 0 0 0 0 0 0 0 0 0 0 0
"246086" 71 21 58 80 30 47 35 111 44 42 46 198
"246102" 3271 1096 2067 2394 1190 1599 2338 6391 1840 1619 2003 8462
"246103" 3532 1293 3084 3015 1547 1915 2794 6771 2409 2329 2523 10689
"246104" 81 31 59 100 18 33 72 161 46 64 60 212
"246133" 6 1 1 4 0 1 3 4 1 2 1 10
"246154" 6951 3358 6251 8771 3378 3105 4319 12938 3580 4557 4393 24407
"246177" 6157 1532 4118 3441 1814 2216 3469 9757 2931 2679 2971 15398
"246179" 3895 1675 3294 4167 1771 2244 3248 8634 2477 2457 2758 13006
"246190" 20 6 8 13 8 9 20 25 24 15 22 69
"246196" 4046 1972 3567 4222 1957 2366 3550 7718 2270 2945 2664 14543
"246198" 16249 6704 14759 17171 7524 10096 12606 28835 10418 11973 11487 57093
"246221" 3420 1541 2887 3750 1739 1799 2615 6194 1828 2272 2233 12450
"246228" 3974 1233 2191 3027 1285 1230 1877 7216 1925 2119 2088 9741
"246229" 4816 1801 3021 3936 1731 1984 3495 8652 2614 2727 3001 13734
"246256" 11582 2705 5661 8462 2659 3618 3933 16077 5949 3842 4544 22741
"246257" 3438 1399 3095 3200 1511 1720 2686 6785 1923 2654 2227 12123
"246277" 3350 1173 3033 2965 1486 1736 2177 5769 2240 2316 2214 10806
"246278" 119 30 81 57 46 47 124 190 60 43 52 245
"246293" 810 347 655 818 415 375 643 1619 488 537 651 2938
"246313" 257 66 243 184 90 162 159 443 194 191 198 767
"246316" 186 106 151 326 91 112 158 376 71 125 287 424
"246317" 8 0 7 5 3 4 1 2 2 10 3 12
"246691" 0 0 2 0 0 2 0 3 4 3 0 3
"246694" 6106 2086 4336 4759 2240 2707 3556 10974 3418 3312 3373 16430
"246696" 5623 2131 5233 5586 2472 3163 3992 10295 3304 3986 3603 19881
"246700" 0 0 0 0 0 0 0 0 0 0 0 0
"246703" 5981 2716 5998 5844 2979 3438 5401 10777 3236 4082 4220 20435
"246707" 6823 2126 5538 6309 2488 3281 5072 12157 4054 3391 4311 20942
"246709" 5 0 3 6 1 1 5 15 0 0 1 4
"246710" 4190 2120 5047 4647 2501 2086 2892 7777 2474 3697 2749 16568
"246727" 7772 2299 2399 4594 1262 2674 2664 9269 2222 2238 3691 8933
"246728" 6382 1608 2593 4510 1072 2724 2480 8696 2804 2448 3302 6957
"246729" 28 5 21 24 4 7 10 70 20 14 23 49
"246730" 11597 3680 5047 7995 2830 4181 5312 14076 3846 4530 5831 19787
"246735" 26 8 15 27 11 20 15 33 16 18 18 87
"246738" 404 99 334 300 146 166 260 655 223 229 189 960
"246746" 2284 913 2013 2521 865 2215 1935 3665 1808 1589 1927 7489
"246747" 26 18 10 10 9 14 12 32 9 12 25 26
"246779" 238 60 164 143 67 97 98 450 147 151 133 554
"246782" 276 118 155 307 143 155 281 571 158 223 168 1027
"246787" 5 0 9 7 1 1 1 11 1 7 3 19
"246788" 42 15 39 21 7 17 32 59 43 16 24 85
"246791" 0 2 1 0 0 0 0 1 0 0 0 0
"246792" 0 0 0 0 0 0 0 0 0 0 0 0
"252829" 0 0 0 0 0 2 0 1 0 0 0 5
"252830" 0 0 0 0 0 0 0 0 1 0 0 0
"252837" 139 21 102 118 46 78 79 228 61 60 80 263
"252838" 419 57 147 203 123 84 114 781 127 63 109 569
"252864" 10 2 0 0 1 14 5 0 0 0 0 9
"252866" 0 0 1 0 0 0 0 0 0 1 0 0
"252868" 0 0 0 0 0 0 0 0 0 0 0 1
"252870" 24265 10206 23516 26459 12483 12411 17107 49286 14024 16666 14903 82983
"252875" 3740 1781 3338 3985 1899 1999 3073 7461 2224 2676 2756 14352
"252876" 1226 496 914 914 545 517 824 2087 697 763 734 3795
"252903" 786 250 718 558 295 398 520 1412 503 544 550 1923
"252904" 0 0 0 0 0 0 0 0 0 0 0 0
"252905" 0 0 0 0 0 0 0 0 0 0 0 0
"252906" 0 0 0 0 0 0 0 0 0 0 0 0
"252907" 0 0 0 0 0 0 0 0 0 0 0 0
"252909" 0 0 0 0 0 0 0 0 0 0 0 0
"252910" 0 0 0 0 0 0 0 0 0 0 0 0
"252912" 0 0 0 0 0 0 0 0 0 0 0 0
"252966" 3349 1121 2648 2696 1311 1584 2329 6281 1828 1889 1950 9373
"252967" 431 175 347 420 231 259 446 797 236 238 296 1714
"252972" 19363 7992 21185 21003 10712 9777 17169 43851 10608 14032 11391 67013
"252973" 64 39 81 58 29 33 87 192 46 58 53 223
"252974" 2 3 3 0 0 3 4 1 0 1 1 1
"257630" 7 2 6 7 0 5 4 12 5 4 5 8
"257632" 634 164 407 414 188 257 393 1122 375 336 352 1753
"257633" 850 343 826 835 437 416 692 1563 525 549 586 3244
"257635" 215 57 162 237 89 83 119 327 132 168 114 758
"257662" 9 5 19 8 5 3 5 19 5 18 7 28
"257664" 0 0 0 0 0 0 0 0 0 0 0 0
"257666" 0 0 0 0 0 0 0 0 0 0 0 0
"257667" 0 0 0 0 0 0 0 0 0 0 0 0
"257734" 0 0 5 3 4 0 0 3 0 4 0 5
"257871" 4727 2070 4224 3588 1654 2158 2329 10038 6143 5185 1936 11181
"257872" 0 0 0 0 0 0 0 0 0 0 0 0
"257875" 0 0 0 0 0 0 0 0 0 0 0 0
"257880" 0 0 0 0 0 0 0 0 0 0 0 0
"257881" 0 0 0 0 0 0 0 0 0 0 0 0
"257882" 0 0 0 0 0 0 0 0 0 0 0 0
"257883" 16 1 11 13 5 5 6 22 5 12 9 30
"257884" 0 0 0 0 0 0 0 0 0 0 0 0
"257885" 0 0 0 0 0 0 0 0 0 0 0 0
"257886" 0 0 0 0 0 0 0 0 0 0 0 0
"257887" 0 0 0 0 0 0 0 0 0 0 0 0
"257888" 0 0 0 0 0 0 0 0 0 0 0 0
"257889" 0 0 0 0 0 0 0 0 0 0 0 0
"257890" 0 0 0 0 0 0 0 0 0 0 0 0
"257891" 0 0 0 0 0 0 0 0 0 0 0 0
"257892" 0 0 0 0 0 0 0 0 0 0 0 0
"257898" 0 0 0 0 0 0 0 0 0 0 0 0
"257899" 0 0 0 0 0 0 0 0 0 0 0 0
"257900" 0 0 0 0 0 0 0 0 0 0 0 0
"257901" 0 0 1 2 0 0 0 2 1 2 0 3
"257902" 0 0 0 0 0 0 0 0 0 0 0 0
"257904" 0 0 0 0 0 0 0 0 0 0 0 0
"257905" 0 0 0 0 0 0 0 0 0 0 0 0
"257906" 0 0 0 0 0 0 0 0 0 0 0 0
"257908" 0 0 0 0 0 0 0 0 0 0 0 0
"257909" 0 0 0 0 0 0 0 0 0 0 0 0
"257910" 0 0 0 0 0 0 0 0 0 0 0 0
"257912" 0 0 0 0 0 0 0 0 0 0 0 0
"257914" 0 0 0 0 0 0 0 0 0 0 0 0
"257915" 0 0 0 0 0 0 0 0 0 0 0 0
"257916" 0 0 0 0 0 0 0 0 0 0 0 0
"257917" 0 0 0 0 0 0 0 0 0 0 0 0
"257919" 0 0 0 0 0 0 0 0 0 0 0 0
"257921" 0 0 0 0 0 0 0 0 0 0 0 0
"257924" 0 0 0 0 0 0 0 0 0 0 0 0
"257926" 12 3 18 6 2 5 7 30 8 5 9 40
"257929" 0 0 0 0 0 0 0 0 0 0 0 0
"257931" 0 0 0 0 0 0 0 0 0 0 0 0
"257932" 0 0 0 0 0 0 0 0 0 0 0 0
"257933" 0 0 0 0 0 0 0 0 0 0 0 0
"257935" 0 0 0 0 0 0 0 0 0 0 0 0
"257936" 126 34 111 92 43 72 75 241 85 75 98 302
"257938" 0 0 0 0 0 0 0 0 0 0 0 0
"257939" 0 0 0 0 0 0 0 0 0 0 0 0
"257941" 2 0 5 4 0 6 5 5 5 4 5 24
"257947" 0 0 0 0 2 0 0 1 0 0 0 0
"257950" 0 0 0 0 0 0 0 0 0 0 0 0
"257951" 0 0 0 0 0 0 0 0 0 0 0 0
"257956" 0 0 0 0 0 0 0 0 0 0 0 0
"257958" 0 0 0 0 0 0 3 0 0 0 0 0
"257959" 0 0 0 0 0 0 0 0 0 0 0 0
"257961" 0 0 0 0 0 0 0 0 0 0 0 0
"257962" 0 0 0 0 0 0 0 0 0 0 0 0
"257963" 0 0 0 0 0 0 0 1 0 0 0 0
"257971" 0 0 0 0 0 0 0 0 0 0 0 0
"257972" 0 0 0 0 0 0 0 0 0 0 0 0
"257974" 0 0 0 0 0 0 0 0 0 0 2 0
"257975" 0 0 0 0 0 0 0 0 0 0 0 0
"257978" 0 0 0 0 0 0 0 0 0 0 0 0
"257979" 0 0 0 0 0 0 0 0 0 0 0 0
"257980" 0 0 0 0 0 0 0 0 0 0 0 0
"257984" 0 0 0 0 0 0 0 0 0 0 0 0
"257985" 0 0 0 0 0 0 0 0 0 0 0 0
"257996" 0 0 0 0 0 0 0 0 0 0 0 0
"258008" 0 0 0 0 0 0 0 0 0 0 0 0
"258016" 0 0 0 0 0 0 0 0 0 0 0 0
"258019" 34 13 52 53 21 18 25 55 28 25 17 148
"258020" 0 0 0 0 0 0 0 0 0 0 0 0
"258022" 0 0 0 0 0 0 0 0 0 0 0 0
"258023" 0 0 0 0 0 0 0 0 0 0 0 0
"258025" 0 0 0 0 0 0 0 0 0 0 0 0
"258027" 0 0 0 0 0 0 0 0 0 0 0 0
"258028" 0 0 0 0 0 0 0 0 0 0 0 0
"258035" 0 0 0 0 0 0 0 0 0 0 0 0
"258036" 0 0 0 0 0 0 0 0 0 0 0 0
"258039" 0 0 0 0 0 0 0 0 0 0 0 0
"258041" 0 0 0 0 0 0 0 0 0 0 0 0
"258042" 0 0 0 0 0 0 0 0 0 0 0 0
"258046" 0 0 0 0 0 0 0 0 0 0 0 0
"258051" 0 0 0 0 1 0 0 0 0 0 0 0
"258055" 0 0 0 0 0 0 0 0 0 0 0 0
"258056" 0 0 0 0 0 0 0 0 0 0 0 0
"258060" 0 0 0 0 0 0 0 0 0 0 0 0
"258064" 0 0 0 0 0 0 0 0 0 0 0 0
"258065" 0 0 0 0 0 0 0 0 0 0 0 0
"258067" 0 0 0 0 0 0 0 0 0 0 0 0
"258068" 0 0 0 0 0 0 0 0 0 0 0 0
"258069" 0 0 0 0 0 0 0 0 0 0 0 0
"258074" 0 0 0 1 0 0 0 0 0 0 0 0
"258075" 0 0 0 0 0 0 0 0 0 0 0 0
"258085" 0 0 0 0 0 0 0 0 0 0 0 0
"258086" 0 0 0 0 0 0 0 0 0 0 0 0
"258087" 0 0 0 0 0 0 0 0 0 0 0 0
"258089" 0 0 0 0 0 0 0 0 0 0 0 0
"258094" 0 0 0 0 0 0 0 0 0 0 0 0
"258095" 0 0 0 0 0 0 0 0 0 0 0 0
"258096" 0 0 1 0 0 1 1 2 0 1 2 1
"258097" 0 0 0 0 0 0 0 0 0 0 0 0
"258098" 0 0 0 0 0 0 0 0 0 0 0 0
"258101" 0 0 0 0 0 0 0 0 0 0 0 0
"258103" 0 0 0 0 0 0 0 0 0 0 0 0
"258105" 0 0 0 0 0 0 0 0 0 0 0 0
"258111" 0 0 0 0 0 0 0 0 0 0 0 0
"258113" 0 0 0 0 0 0 0 0 0 0 0 0
"258117" 14 3 27 28 13 17 13 49 17 16 16 67
"258120" 0 0 0 0 0 0 0 0 0 0 0 0
"258121" 0 0 0 0 0 0 0 0 0 0 0 0
"258123" 0 0 0 0 0 0 0 0 0 0 0 0
"258135" 0 0 0 0 0 0 0 0 0 0 0 0
"258136" 0 0 0 0 0 0 0 0 0 0 0 0
"258139" 0 0 0 0 0 0 0 0 0 0 0 0
"258147" 0 0 0 0 0 0 0 0 0 0 0 0
"258150" 1 0 0 0 1 0 0 1 1 0 0 0
"258151" 0 0 0 0 0 0 0 0 0 0 0 0
"258153" 0 0 0 0 0 0 0 0 0 0 0 0
"258154" 0 0 0 0 0 0 0 0 0 0 0 0
"258155" 0 0 0 0 0 0 0 0 0 0 0 0
"258156" 0 0 0 0 0 0 0 0 0 0 0 0
"258158" 0 0 0 0 0 0 0 0 0 0 0 0
"258159" 0 0 0 0 0 0 0 0 0 0 0 0
"258160" 0 0 0 0 0 0 0 0 0 0 0 0
"258163" 0 0 0 0 0 0 0 0 0 0 0 0
"258165" 0 0 0 0 0 0 0 0 0 0 0 0
"258166" 0 0 0 0 0 0 0 0 0 0 0 0
"258167" 0 0 0 0 0 0 0 0 0 0 0 0
"258168" 41 11 47 26 7 32 22 75 28 32 16 115
"258173" 0 0 0 0 0 0 0 0 0 0 0 0
"258177" 0 0 0 0 0 0 0 0 0 0 0 0
"258178" 0 0 0 0 0 0 0 0 0 0 0 0
"258180" 0 0 0 0 0 0 0 0 0 0 0 0
"258181" 0 0 0 0 0 0 0 0 0 0 0 0
"258183" 0 0 0 0 0 0 0 0 0 0 0 0
"258186" 74 24 94 71 29 57 43 134 52 64 81 227
"258189" 805 220 695 585 255 408 446 1312 533 515 501 2114
"258196" 0 0 0 0 0 0 0 0 0 0 0 0
"258198" 26 10 11 18 6 15 9 32 24 15 15 76
"258199" 2 0 5 4 2 0 0 4 3 4 0 5
"258201" 0 0 0 0 0 0 0 0 0 0 0 0
"258203" 0 0 0 0 0 0 0 0 0 0 0 0
"258206" 0 0 0 0 0 0 0 0 0 0 0 0
"258207" 0 0 0 0 0 0 0 0 0 0 0 0
"258214" 0 0 0 0 0 0 0 0 0 0 0 0
"258215" 0 0 0 0 0 0 0 0 0 0 0 0
"258216" 3 0 3 3 0 1 4 11 1 3 2 4
"258218" 0 0 0 0 0 0 0 0 0 0 0 0
"258219" 0 0 0 0 0 0 0 0 0 0 0 1
"258220" 0 0 0 0 0 0 0 0 0 0 0 0
"258222" 0 0 0 0 0 0 0 0 0 0 0 0
"258224" 0 0 0 0 0 0 0 0 0 0 0 0
"258225" 0 0 0 0 0 0 0 0 0 0 0 0
"258227" 0 0 0 0 0 0 0 0 0 0 0 0
"258228" 0 0 0 0 0 0 0 0 0 0 0 0
"258231" 0 0 0 0 0 0 0 0 0 0 0 0
"258232" 0 0 0 0 0 0 0 0 0 0 0 0
"258233" 2 2 6 2 0 5 2 2 1 2 2 10
"258235" 0 0 0 0 0 0 0 0 0 0 0 0
"258236" 0 0 0 0 0 0 0 0 0 0 0 0
"258238" 0 0 0 0 0 0 0 0 0 0 0 0
